Produced;Treated;Amount;tag;colour
POINT (4.83 52.40);POINT (5.20 51.79);103,72;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.35 52.17);6,7;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.37 52.16);12,644;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.38 52.22);360,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.43 51.43);7,823;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.55 51.43);2791,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.87 52.57);228,02;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.87 52.56);35,26;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (6.09 52.64);63,695;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.38);POINT (4.56 52.27);22,3;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.11 52.04);2,133;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (4.12 51.93);0,478;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.83 51.65);48,91;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.34);POINT (5.08 52.13);0,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.38);POINT (6.05 53.11);0,059;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);0,034;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (3.79 51.33);3,92;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (3.83 51.29);7,056;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (4.27 51.89);228,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (4.58 51.67);49,403;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (4.60 51.69);149,84;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (4.94 51.83);0,024;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (5.60 52.04);19,708;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (5.65 51.24);87,328;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (6.05 53.11);679,976;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (6.61 52.36);13,68;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.41);POINT (6.89 53.10);3,22;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.29 52.01);102,45;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.42 51.93);18,28;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.57 52.27);13,68;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.73 52.09);8,08;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.76 52.60);238,74;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.79 52.64);4,39;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.07 52.11);109,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.38);POINT (5.06 52.11);40,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.32 51.90);21,65;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.71 52.53);4,88;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (4.88 52.20);2,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.35);POINT (6.05 53.11);0,05;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (5.73 51.85);0,108;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.37);POINT (5.11 52.04);0,414;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.33);POINT (4.88 52.20);46,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (5.11 52.04);0,416;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.34);POINT (4.78 52.20);11,39;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (4.94 52.09);3,22;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.37);POINT (4.45 51.54);4,94;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.37);POINT (4.88 52.20);7,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (4.94 51.83);0,981;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.07 52.11);15,88;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.10 52.63);6,76;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);0,522;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.11 52.04);0,01;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.38);POINT (5.07 52.11);335,66;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);0,766;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (6.58 51.99);0,024;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.10 52.63);2,83;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (5.06 52.11);15,58;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (5.07 52.11);29,02;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (4.45 51.54);15,9;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);2,84;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (4.45 51.54);2,68;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);0,202;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.32 51.90);0,75;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.87 52.56);2,751;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);0,058;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.11 52.04);3,813;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.37 52.16);7,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.32 51.90);16,16;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (5.60 52.03);1,743;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.32 51.89);1,02;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.94 51.83);0,141;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (6.58 51.99);0,485;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.36);POINT (4.26 51.88);0,001;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.37);POINT (4.94 51.83);2,525;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.37);POINT (5.11 52.04);0,716;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.37);POINT (5.32 51.90);17,1;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.39);POINT (4.78 52.20);13,62;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.94 51.83);1,031;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.11 52.04);3,003;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.35);POINT (6.87 53.16);0,007;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (4.60 51.69);267,88;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.07 52.11);14,44;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.40);POINT (5.73 51.85);0,762;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.34);POINT (6.05 53.11);0,012;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.83 52.38);POINT (4.94 51.83);0,008;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (6.05 53.11);1,407;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (4.94 52.09);1,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (6.05 53.11);0,155;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (6.05 53.11);0,145;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (4.94 51.83);0,105;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (5.11 52.04);0,081;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (6.05 53.11);0,083;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.88 52.20);5,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.94 51.83);2,262;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (5.11 52.04);0,028;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (6.05 53.11);0,739;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (4.94 51.83);0,121;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (5.11 52.04);0,238;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (5.73 51.85);0,202;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.40);POINT (6.58 51.99);0,293;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (4.94 51.83);0,943;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (5.06 52.11);120,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (5.39 52.20);2,36;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (6.05 53.11);0,219;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.41);POINT (4.60 51.69);23,987;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (6.47 51.93);1,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (5.11 52.04);0,304;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (5.07 52.11);12,9;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (5.39 52.20);23,04;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (5.86 51.91);0,46;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.94 51.83);7,33;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (5.44 51.43);3,84;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.41);POINT (5.06 52.11);119,4;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.41);POINT (5.07 52.11);561,42;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.76 52.61);5,94;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.94 51.83);7,331;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (6.05 53.11);0,51;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.41);POINT (5.06 52.11);192,44;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.41);POINT (5.07 52.11);1312,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (4.44 52.21);2,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.33);POINT (4.94 51.83);1,622;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (5.37 52.16);0,908;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (6.05 53.11);0,155;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.94 51.83);0,234;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.94 52.09);3,6;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (5.62 52.16);2,96;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.88 52.20);65,68;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (6.05 53.11);0,073;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.45 51.54);0,86;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.36);POINT (5.11 52.04);0,17;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.94 51.83);0,046;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.40);POINT (6.05 53.11);3,793;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (6.05 53.11);0,062;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.40);POINT (6.40 52.05);0,22;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.40);POINT (4.94 51.83);1,629;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (5.11 52.04);0,034;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.45 51.54);0,56;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (4.94 51.83);0,41;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (5.06 52.11);0,11;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (5.73 51.85);0,06;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (6.05 53.11);0,111;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (4.87 52.21);20,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (6.58 51.99);0,131;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (5.11 52.04);0,026;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.40);POINT (6.05 53.11);1,574;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (5.06 52.11);29,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (5.39 52.20);6,62;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.37);POINT (4.57 52.27);521,62;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (5.08 52.13);0,38;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.45 51.54);0,92;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.58 51.67);0,069;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (4.45 51.54);0,08;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (5.11 52.04);0,622;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.35);POINT (4.87 52.21);119,72;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (4.45 51.54);0,2;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (5.11 52.04);4,26;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (4.94 51.83);0,858;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.38);POINT (5.11 52.04);0,004;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.39);POINT (6.05 53.11);1,096;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.84 52.34);POINT (5.83 51.65);22,5;Waste treated outside of the metropolitan region;rgb(94,82,160)
