Produced;Treated;Amount;tag;colour
POINT (4.89 52.35);POINT (4.82 52.41);6,46;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.40);POINT (4.82 52.41);0,1;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.35);POINT (4.82 52.41);2,02;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.34);POINT (4.82 52.41);3,2;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.36);POINT (4.83 52.41);0,48;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.40);POINT (4.79 52.40);0,767;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.40);POINT (4.83 52.41);0,96;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.36);POINT (4.78 52.42);108,3;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.36);POINT (4.82 52.41);1,24;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.37);POINT (4.83 52.41);0,46;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.37);POINT (4.86 52.39);13,76;Locally treated waste;rgb(156,9,67)
POINT (4.89 52.34);POINT (4.83 52.41);1052,6;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.78 52.39);0,64;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.83 52.41);6,34;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.78 52.41);0,9;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.79 52.40);0,015;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.79 52.40);0,011;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.86 52.41);9,68;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.82 52.40);37,88;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.79 52.40);21258,86;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.79 52.40);31602,89;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);4,74;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.86 52.39);12,98;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.79 52.40);0,022;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,233;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.82 52.41);16,91;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,046;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.79 52.40);0,014;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.82 52.41);105,94;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.79 52.40);0,037;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.82 52.40);10,84;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,694;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.40);2,86;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.78 52.42);211,36;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);1,52;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.83 52.41);3,48;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.85 52.40);1,5;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);3,64;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.86 52.39);426,244;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.90 52.39);342,68;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.83 52.41);14,34;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.79 52.40);0,002;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.79 52.40);3,64;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.42);POINT (4.83 52.41);21,1;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.78 52.42);334,08;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.86 52.39);975,16;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.41);0,8;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.78 52.39);1,42;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.82 52.41);1,8;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.83 52.41);4,2;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.76 52.39);4151,7;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.78 52.42);209,5;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.86 52.42);719,24;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.83 52.41);1,68;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.76 52.39);1506,68;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.78 52.42);126,1;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.83 52.41);44,24;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.41);0,14;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.41);0,755;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,212;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.40);3851,81;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.82 52.41);2,78;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.76 52.39);327,46;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.86 52.42);545,18;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.82 52.41);1,12;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.79 52.40);0,453;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);4,38;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.81 52.39);162,731;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.83 52.41);138,92;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.41);1,78;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.78 52.42);8,26;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,01;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.81 52.39);114,094;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.40);8,09;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.86 52.39);8,18;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.82 52.41);0,98;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.85 52.40);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.78 52.39);719,22;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.82 52.41);1929,108;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.86 52.39);5522,16;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.76 52.39);199,88;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.40);2,1;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.41);0,085;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.83 52.41);2,02;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.85 52.40);0,5;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.79 52.40);16,294;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.79 52.40);0,175;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.76 52.39);1577,5;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);9,78;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.78 52.42);497,88;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.40);64,17;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.83 52.41);30,16;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.83 52.41);11,44;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);0,8;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.85 52.40);2,91;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);4,38;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,186;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.78 52.41);5060,18;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.83 52.41);739,26;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.76 52.39);65,24;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.83 52.41);4,78;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.85 52.40);0,95;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.83 52.41);1,82;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.83 52.41);83,42;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.78 52.39);1605,3;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);7;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.86 52.39);0,96;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.78 52.40);11,08;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.79 52.40);0,387;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.82 52.41);0,24;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.41);0,9;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.40);POINT (4.76 52.39);84,26;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.82 52.41);3,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.78 52.39);444,16;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);11,639;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.81 52.39);9,5;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.40);180,13;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.41);24009,92;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.86 52.39);8790,16;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.41);17,12;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.82 52.41);0,07;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.86 52.41);21,06;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);19,905;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.78 52.39);266,86;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.79 52.40);0,028;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.86 52.39);0,72;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.33);POINT (4.83 52.41);0,78;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);1,3;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.78 52.42);56,7;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.86 52.39);30,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.86 52.41);92,4;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.83 52.41);3,28;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.34);POINT (4.79 52.40);15,12;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.38);POINT (4.78 52.39);14,88;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.82 52.40);2,68;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.37);POINT (4.83 52.41);2,24;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,223;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.83 52.41);2,94;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,539;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.41);POINT (4.83 52.41);4,3;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.79 52.40);0,795;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.85 52.40);0,75;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.39);POINT (4.86 52.41);55,82;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.35);POINT (4.82 52.41);2,6;Locally treated waste;rgb(156,9,67)
POINT (4.90 52.36);POINT (4.82 52.41);4,6;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.83 52.41);1,48;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.40);POINT (4.82 52.41);0,08;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.78 52.40);34,12;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.83 52.41);1910,98;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.82 52.41);1,72;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.79 52.40);0,209;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.41);2,4;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.79 52.40);0,011;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.76 52.39);3415,34;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.40);69,965;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);3,66;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.86 52.42);157,52;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.81 52.39);47,97;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.82 52.41);1,18;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);2,42;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.41);4,23;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.40);17,75;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.78 52.42);67,94;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);0,06;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.79 52.40);0,638;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.85 52.40);0,76;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.79 52.40);0,008;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.79 52.40);0,108;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.79 52.40);0,1;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.78 52.42);10,02;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);1,8;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.41);20,52;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.79 52.40);0,014;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.41);0,03;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.79 52.40);0,027;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.41);1,38;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.76 52.39);1848,58;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.79 52.40);1,93;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.82 52.40);332,04;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.86 52.39);54,6;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.86 52.42);2798,05;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.79 52.40);0,006;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.86 52.41);3,34;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.86 52.39);2,84;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.79 52.40);0,012;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.40);4,22;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.86 52.42);121,96;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.86 52.39);30,46;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.41);375,86;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.78 52.42);271,62;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.86 52.39);0,18;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.83 52.41);25,76;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.78 52.42);536,62;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.83 52.41);13,38;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.41);0,06;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.83 52.41);3;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.79 52.40);556,74;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.41);104,71;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.40);POINT (4.79 52.40);0,016;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.40);0,9;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.82 52.41);0,34;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.85 52.40);3,9;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.78 52.40);21,14;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.82 52.41);2,02;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.79 52.40);0,027;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);9,59;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.82 52.41);13,78;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.82 52.41);1,745;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.86 52.40);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.82 52.41);0,56;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.78 52.39);2,52;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.41);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.78 52.42);182,68;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.41);0,81;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);2,44;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.86 52.39);18,1;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.83 52.41);34,12;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.78 52.42);0,5;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.78 52.39);46,42;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.39);POINT (4.82 52.41);0,06;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.40);POINT (4.78 52.40);177,44;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.40);POINT (4.86 52.42);287,4;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.79 52.40);24,847;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.79 52.40);0,027;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.40);POINT (4.82 52.41);4,92;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.83 52.41);19,9;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.82 52.41);0,48;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.86 52.39);4,72;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.78 52.42);919,42;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.82 52.40);9,76;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.79 52.40);0,24;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.33);POINT (4.79 52.40);1,409;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.78 52.42);4,4;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.79 52.40);0,014;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.78 52.42);7,8;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.82 52.41);0,42;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.76 52.39);3552,9;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.78 52.40);19,4;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.40);78,41;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.82 52.41);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.83 52.41);22,3;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.86 52.42);216,5;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.40);POINT (4.82 52.41);5,48;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.76 52.39);1287,58;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.83 52.41);25,4;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.78 52.42);51,54;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.36);POINT (4.79 52.40);0,031;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.79 52.40);0,304;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.79 52.40);0,331;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.86 52.39);179,2;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.82 52.41);0,12;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.82 52.41);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.37);POINT (4.79 52.40);0,005;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.35);POINT (4.82 52.41);2,58;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.86 52.42);1372,32;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.83 52.41);21,18;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.34);POINT (4.79 52.40);0,202;Locally treated waste;rgb(156,9,67)
POINT (4.91 52.38);POINT (4.79 52.40);0,045;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.82 52.41);0,18;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.83 52.41);1,12;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);12,7;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.85 52.40);2,36;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);1,36;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);4,98;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.78 52.42);17812,86;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.82 52.40);94,907;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.83 52.41);22,36;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.78 52.39);31,78;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.82 52.40);299,011;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.83 52.41);3,98;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.40);POINT (4.82 52.41);2,48;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.82 52.40);105,135;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.83 52.41);41,24;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.86 52.39);75,46;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.79 52.40);0,043;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.40);POINT (4.82 52.41);7,72;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.76 52.39);137,66;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.86 52.42);173,96;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);0,22;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.79 52.40);0,315;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);1,18;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);0,305;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.40);POINT (4.79 52.40);18,977;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.85 52.40);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);8,36;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);0,09;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.41);POINT (4.79 52.40);0,081;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.41);POINT (4.82 52.41);0,03;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.85 52.40);2;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.85 52.40);0,3;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.40);POINT (4.82 52.41);2,98;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.79 52.40);0,232;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.79 52.40);0,527;Locally treated waste;rgb(156,9,67)
